name;streetAddress;postalCode;addressLocality;addressRegion;addressCountry;geo_latitude;geo_longitude;url
Cafe Obsthof PuurtenQuast ;Nincoper Straße 45 ;21129;Hamburg;Hamburg;Deutschland;53.513400;9.815370;https://hofladen.info/hofladen/cafe-obsthof-puurtenquast
Jepp´s Hoflädele;Am Dreschschopf / Ecke Altgasse;79112;Freiburg;Baden-Württemberg;Deutschland;47.998484;7.714086;https://hofladen.info/hofladen/jepp%C2%B4s-hofladele
Hoflädle Wannenwetsch;Oskar - Bamberg Str. 18;74405;Gaildorf;Baden-Württemberg;Deutschland;48.979560;9.778384;https://hofladen.info/hofladen/hofladle-wannenwetsch
Ökohof Fläming ;Schopsdorfer Dorfstr. 2;39291;Schopsdorf;Sachsen-Anhalt;Deutschland;52.233601;12.227076;https://hofladen.info/hofladen/okohof-flaming
Mosterei Ketzür;Unter den Linden 11;14778;Beetzseeheide;Brandenburg;Deutschland;52.495370;12.632168;https://hofladen.info/hofladen/mosterei-ketzur
Spargelhof Giese;Blumenweg 5;16230;Sydower Fließ;Brandenburg;Deutschland;52.707654;13.721401;https://hofladen.info/hofladen/spargelhof-giese
Hofladen Luisenhof;Luisenhof 29;75038;Oberderdingen;Baden-Württemberg;Deutschland;49.107002;8.782158;https://hofladen.info/hofladen/hofladen-luisenhof
Hof Sülldorf;Salzblütenweg 18;39171;Sülldorf;Sachsen-Anhalt;Deutschland;52.025550;11.563146;https://hofladen.info/hofladen/hof-sulldorf
Arnhofer Stadl;Gut Arnhofen;86570;Inchenhofen;Bayern;Deutschland;48.508219;11.103637;https://hofladen.info/hofladen/arnhofer-stadl
Müllers Hausmacher Lädle;Schloss Schmiedelfeld 2;74429;Sulzbach - Laufen;Baden-Württemberg;Deutschland;48.965877;9.852850;https://hofladen.info/hofladen/mullers-hausmacher-ladle
Forellenhof Ermisch;Anbau 66 ;01844 ;Neustadt;Sachsen;Deutschland;51.006735;14.224725;https://hofladen.info/hofladen/forellenhof-ermisch
Obsthof Romer;Martin-Schleyer-Straße 23a;78465;Konstanz;Baden-Württemberg;Deutschland;47.713639;9.173364;https://hofladen.info/hofladen/obsthof-romer
Grünhagen Hofladen;Im Orth 4 ;29690 ;Buchholz;Niedersachsen;Deutschland;52.672184;9.711648;https://hofladen.info/hofladen/grunhagen-hofladen
Melchiorsgrund;Melchiorsgrund 1;36318;Schwalmtal;Hessen;Deutschland;50.691860;9.285830;https://hofladen.info/hofladen/melchiorsgrund
Hamfelder Hof;Dorfstraße 35;21493;Mühlenrade;Schleswig-Holstein;Deutschland;53.599217;10.488505;https://hofladen.info/hofladen/hamfelder-hof
Ziegenhof Matzen;Aussiedlungshof 7;25938;Oevenum;Schleswig-Holstein;Deutschland;54.745100;8.556740;https://hofladen.info/hofladen/ziegenhof-matzen
Seebodenhof;Seeboden 1;79588;Efringen-Kirchen;Baden-Württemberg;Deutschland;47.662246;7.571484;https://hofladen.info/hofladen/seebodenhof
Spargelhof Siethen;Siethener Dorfstraße 13;14974;Siethen;Brandenburg;Deutschland;52.283470;13.209450;https://hofladen.info/hofladen/spargelhof-siethen
Müllerhof;Gösers 195;87474;Buchenberg;Baden-Württemberg;Deutschland;47.691610;10.263610;https://hofladen.info/hofladen/mullerhof
Juchems Hof;Lindenstraße 15;56357;Niederwallmenach;Rheinland-Pfalz;Deutschland;50.166190;7.811830;https://hofladen.info/hofladen/juchems-hof
Pension Moritz & Hofladen;Schwedter Straße 1;16306;Berkholz-Meyenburg;Brandenburg;Deutschland;53.041534;14.248748;https://hofladen.info/hofladen/pension-moritz-hofladen
Hofgut Oberfeld;Erbacher Straße 125 ;64287 ;Darmstadt;Hessen;Deutschland;49.872849;8.683204;https://hofladen.info/hofladen/hofgut-oberfeld
Spargelkulturen H.-J. Brautmeier;Am Bauhof 1;33129;Delbrück;Niedersachsen;Deutschland;51.754730;8.550050;https://hofladen.info/hofladen/spargelkulturen-h-j-brautmeier
Feldwieser Hof;Schulstr.60;73441;Bopfingen-Oberdorf;Baden-Württemberg;Deutschland;48.874830;10.349810;https://hofladen.info/hofladen/feldwieser-hof
Schlohs Spargelhof;Viehweg 7;27367;Hellwege;Niedersachsen;Deutschland;53.074460;9.239720;https://hofladen.info/hofladen/schlohs-spargelhof
Werner - Der Spargelhof;Kirchweg 6;21717;Deinste;Niedersachsen;Deutschland;53.522434;9.443105;https://hofladen.info/hofladen/werner-der-spargelhof
Spargelhof Heuer;Trülldamm 5;30938;Burgwedel;Niedersachsen;Deutschland;52.560710;9.843290;https://hofladen.info/hofladen/spargelhof-heuer
Kilbs Bauernlädle;Weltersberg 29;74214;Schöntal-Bieringen;Baden-Württemberg;Deutschland;49.341560;9.524754;https://hofladen.info/hofladen/kilbs-bauernladle
Brockenbauer Thielecke ;Schierker Weg 13 ;38875;Tanne;Sachsen-Anhalt;Deutschland;51.698874;10.716382;https://hofladen.info/hofladen/brockenbauer-thielecke
Untermühlbachhof;Mühlbach 1;78112;Peterzell;Baden-Württemberg;Deutschland;48.147400;8.361220;https://hofladen.info/hofladen/untermuhlbachhof
Weingut Gundling;Apfelbacher Straße 3;97980;Bad Mergentheim;Baden-Württemberg;Deutschland;49.470760;9.829530;https://hofladen.info/hofladen/weingut-gundling
Gut Tornow;Tornower Straße 24;16866;Wusterhausen;Brandenburg;Deutschland;52.956322;12.506369;https://hofladen.info/hofladen/gut-tornow
Hof Brüning;Moorender Str. 32;2885 ;Lilienthal;Bremen;Deutschland;53.192026;8.962496;https://hofladen.info/hofladen/hof-bruning
Hönig Hof;Reißmühle 1;78357;Mühlingen;Baden-Württemberg;Deutschland;47.921943;9.022484;https://hofladen.info/hofladen/honig-hof
Apfelhof Wähnert;Gartenweg 1;16775;Löwenberger Land;Brandenburg;Deutschland;52.920902;13.114698;https://hofladen.info/hofladen/apfelhof-wahnert
Gut Gollin;Gut Gollin 1;17268;Templin;Brandenburg;Deutschland;53.053938;13.571398;https://hofladen.info/hofladen/gut-gollin
Weingartenhof Denzer;Läufelbergstraße 7;79592;Fischingen;Baden-Württemberg;Deutschland;47.651285;7.599741;https://hofladen.info/hofladen/weingartenhof-denzer
Gut Neu Sacro;Neu Sacro 13;3149;Forst (Lausitz);Brandenburg;Deutschland;51.773997;14.623847;https://hofladen.info/hofladen/gut-neu-sacro
Gut Ogrosen;Ogrosener Dorfstr. 35;03226;Vetschau;Brandenburg;Deutschland;51.711900;14.040980;https://hofladen.info/hofladen/gut-ogrosen
Herba Solaris;Alpenstraße 2;78333;Stockach;Baden-Württemberg;Deutschland;47.873811;8.981577;https://hofladen.info/hofladen/herba-solaris
Hofkäserei Schönborn;Langebrückerstr. 11;1465;Schönborn;Sachsen;Deutschland;51.145790;13.863040;https://hofladen.info/hofladen/hofkaserei-schonborn
Agraset Naundorf e.G. - Landmarkt;Am Lagerhaus 1;9306;Erlau;Sachsen;Deutschland;51.017220;12.901040;https://hofladen.info/hofladen/agraset-naundorf-e-g-landmarkt
Obstbauer Haller;Gossetsweiler 17;88263;Horgenzell;Baden-Württemberg;Deutschland;47.796392;9.505242;https://hofladen.info/hofladen/obstbauer-haller
Milchziegenhof Schuhmann;Hauptstraße 60;1665;Taubenheim;Sachsen;Deutschland;51.095420;13.462305;https://hofladen.info/hofladen/milchziegenhof-schuhmann
Domäne Mechtildshausen;Hasengartenstr. 12;65205;Wiesbaden;Hessen;Deutschland;50.065700;8.256100;https://hofladen.info/hofladen/domane-mechtildshausen
Siegel Kaffeerösterei;Sulzdorfer Str. 34;74523;Schwäbisch Hall;Baden-Württemberg;Deutschland;49.107733;9.778130;https://hofladen.info/hofladen/siegel-kaffeerosterei
Sonnenberg Spargel;Granseer Straße 8;16775 ;Sonnenberg;Brandenburg;Deutschland;53.030883;13.124181;https://hofladen.info/hofladen/sonnenberg-spargel
Biohof Wildung;Wenzinger Straße 16;29699 ;Bomlitz;Niedersachsen;Deutschland;52.889676;9.682599;https://hofladen.info/hofladen/biohof-wildung
Hof Hoher Schönberg;Kalkhorster Straße 37;23948;Hoher Schönberg;Mecklenburg-Vorpommern;Deutschland;53.978170;11.096440;https://hofladen.info/hofladen/hof-hoher-schonberg
Drei Jahreszeiten;Hauptstraße 22;15838 ;Mellensee;Brandenburg;Deutschland;52.185630;13.416726;https://hofladen.info/hofladen/drei-jahreszeiten
Hofgemeinschaft Löstrup;Löstruo 4;24966;Sörup;Schleswig-Holstein;Deutschland;54.725380;9.686410;https://hofladen.info/hofladen/hofgemeinschaft-lostrup
Weingut Hanke ;Alte Schweinitzer Straße 80 ;6917;Jessen;Sachsen-Anhalt;Deutschland;51.792601;12.978791;https://hofladen.info/hofladen/weingut-hanke
Hofladen Bergland;Hauptstraße 13;9623;Rechenberg-Bienenmühle;Sachsen;Deutschland;50.748196;13.493650;https://hofladen.info/hofladen/hofladen-bergland
Hof im Winkel;Thomsdorf 17 ;17268 ;Boitzenburger Land;Brandenburg;Deutschland;53.295531;13.447555;https://hofladen.info/hofladen/hof-im-winkel
Fischhaus-Rosenkranz ;Dessauer Str. 106 ;6366;Köthen;Sachsen-Anhalt;Deutschland;51.764013;11.985700;https://hofladen.info/hofladen/fischhaus-rosenkranz
Hemme Milch;Heideweg 4;16278;Angermünde;Brandenburg;Deutschland;52.988040;13.955660;https://hofladen.info/hofladen/hemme-milch
Hofgut Ratzenberg;Sedanstr. 55;88161;Lindenberg im Allgäu;Bayern;Deutschland;47.609090;9.875924;https://hofladen.info/hofladen/hofgut-ratzenberg
Bio Hofmarktanner;Marktanner 1;88267;Vogt;Baden-Württemberg;Deutschland;47.759930;9.757700;https://hofladen.info/hofladen/bio-hofmarktanner
Biohofladen Zwei Eichen;Grenzweg 32 ;29699 ;Bomlitz ;Niedersachsen;Deutschland;52.900081;9.601086;https://hofladen.info/hofladen/biohofladen-zwei-eichen
Schloss Benzenhofen;Benzenhofen 1;88276;Berg;Baden-Württemberg;Deutschland;47.834988;9.565973;https://hofladen.info/hofladen/schloss-benzenhofen
Käsehof Rozenburg-Pilsum;Tjücherweg 1;26736;Pilsum;Niedersachsen;Deutschland;53.475630;7.077320;https://hofladen.info/hofladen/kasehof-rozenburg-pilsum
Straußenhof Heidekreis;Vierde 4 ;29683 ;Bad Fallingbostel;Niedersachsen;Deutschland;52.883541;9.734521;https://hofladen.info/hofladen/strau%C3%9Fenhof-heidekreis
Scheferhof;Bubenreuther Str. 8 ;91094 ;Bräuningshof;Bayern;Deutschland;49.630681;11.036741;https://hofladen.info/hofladen/scheferhof
Bauernhof Ruden;Gellertstraße 3;14476;Potsdam;Brandenburg;Deutschland;52.457105;13.038914;https://hofladen.info/hofladen/bauernhof-ruden
OHNEKUNST;Im Dorfe 14;38489;Beetzendorf;Niedersachsen;Deutschland;52.649590;10.988130;https://hofladen.info/hofladen/ohnekunst
Erlebnishof Hofmann;Alte Dorfstr.9;96215 ;Lichtenfels;Bayern;Deutschland;50.148670;11.040400;https://hofladen.info/hofladen/erlebnishof-hofmann
"Alpacahof ""Zwei Eichen"" ";Grüne Str. 9 ;39264;Zernitz;Sachsen-Anhalt;Deutschland;52.014233;12.085856;https://hofladen.info/hofladen/alpacahof-zwei-eichen
Hofkäserei Vetter;Weifaer Str. 1 ;02689 ;Sohland;Sachsen;Deutschland;51.055302;14.380513;https://hofladen.info/hofladen/hofkaserei-vetter
Winzerhof Stahl;Lange Dorfstraße 21;97215;Auernhofen;Bayern;Deutschland;49.523223;10.104612;https://hofladen.info/hofladen/winzerhof-stahl
Mühlenladen;Talstraße 25;88427;Bad schussenried-Reichenbach;Baden-Württemberg;Deutschland;48.024867;9.619237;https://hofladen.info/hofladen/muhlenladen
Familie Sprich;Große Gaß 36;79576;Weil-Haltingen;Baden-Württemberg;Deutschland;47.613330;7.619468;https://hofladen.info/hofladen/familie-sprich
Royal Spargel Gut Plätz ;Plätz 12 ;39596;Goldbeck;Sachsen-Anhalt;Deutschland;52.740371;11.887832;https://hofladen.info/hofladen/royal-spargel-gut-platz
Obsthof Müller ;Bauernsiedlung 5 ;6268;Querfurt;Sachsen-Anhalt;Deutschland;51.374140;11.587820;https://hofladen.info/hofladen/obsthof-muller
Magdeburger Pilz-Markt;Paul-Ecke-Straße 10;39114;Magdeburg;Sachsen-Anhalt;Deutschland;52.128272;11.675210;https://hofladen.info/hofladen/magdeburger-pilz-markt
Straussenfarm Klein Rosenburg ;Mittelstraße 24 ;39240;Barby;Sachsen-Anhalt;Deutschland;51.927250;11.889530;https://hofladen.info/hofladen/straussenfarm-klein-rosenburg
Milchhof Fiedler;Pirnaer Str. 19 ;01829 ;Dorf Wehlen;Sachsen;Deutschland;50.963007;14.003009;https://hofladen.info/hofladen/milchhof-fiedler
Hofladen vom Lettenbödle;Lettenbödle 4 ;71706 ;Markgröningen;Baden-Württemberg;Deutschland;48.912265;9.075811;https://hofladen.info/hofladen/hofladen-vom-lettenbodle
Fisch Hofladen Kressepark;Motzstr. 8;99094;Erfurt;Thüringen;Deutschland;50.961731;11.014991;https://hofladen.info/hofladen/fisch-hofladen-kressepark
Destillerie;Dorfstraße 16;16356;Werneuchen;Brandenburg;Deutschland;52.596499;13.691942;https://hofladen.info/hofladen/destillerie
Biohof Hausmann;Mühlweg, 8;09306;Rochlitz;Sachsen;Deutschland;51.030993;12.732276;https://hofladen.info/hofladen/biohof-hausmann
Bauer Lümmel;Hermann-Löns-Weg 5;42781 ;Haan;Nordrhein-Westfalen;Deutschland;51.179950;6.985930;https://hofladen.info/hofladen/bauer-lummel
Biolandhof Petrik;Am Heulenberg 1;76327;Pfinztal;Baden-Württemberg;Deutschland;49.000788;8.545499;https://hofladen.info/hofladen/biolandhof-petrik
Hofladen Fuchs;Hauptstr 42;66957;Trulben;Rheinland-Pfalz;Deutschland;49.138941;7.542388;https://hofladen.info/hofladen/hofladen-fuchs
Hedwigshof;Durlacherstrasse 36;76275;Ettlingen;Baden-Württemberg;Deutschland;48.958120;8.430439;https://hofladen.info/hofladen/hedwigshof
Weingut Busch;Greuthof 1;74626;Bretzfeld;Baden-Württemberg;Deutschland;49.170632;9.375442;https://hofladen.info/hofladen/weingut-busch
Milchscheune;Neuer Weg 10;61137;Schöneck;Hessen;Deutschland;50.195658;8.861685;https://hofladen.info/hofladen/milchscheune
Landschlachterei Wolters;Hoyaer Str. 16;27327 ;Martfeld;Niedersachsen;Deutschland;52.858014;9.086999;https://hofladen.info/hofladen/landschlachterei-wolters
Kreuzhecker Hof;Kreuzhecker Hof;65529;Waldems;Hessen;Deutschland;50.239591;8.302748;https://hofladen.info/hofladen/kreuzhecker-hof
Hof Körner;Auf dem Kamp 13 ;29664 ;Walsrode;Niedersachsen;Deutschland;52.828279;9.623400;https://hofladen.info/hofladen/hof-korner
Hof Cordes;Neubauer Heide 4;27367 ;Sottrum;Niedersachsen;Deutschland;53.106881;9.186892;https://hofladen.info/hofladen/hof-cordes
Hof Rickmann;Peiner Str. 10 b;38176;Wendeburg;Niedersachsen;Deutschland;52.327319;10.391852;https://hofladen.info/hofladen/hof-rickmann
Gut Kerkow;Greifenberger Strasse 8;16278;Angermünde;Brandenburg;Deutschland;53.619192;10.147893;https://hofladen.info/hofladen/gut-kerkow
